scientific_name,latitude,longitude,url,image_url,observed_on,phenology,year,month
Yucca jaegeriana,36.0197492643,-115.4295559601,https://www.inaturalist.org/observations/45968695,https://inaturalist-open-data.s3.amazonaws.com/photos/72908722/medium.jpg,2020-05-15,No Evidence of Flowering,2020,5
Yucca jaegeriana,36.1037166501,-115.4560728543,https://www.inaturalist.org/observations/45887211,https://inaturalist-open-data.s3.amazonaws.com/photos/72778299/medium.jpg,2020-05-13,No Evidence of Flowering,2020,5
Yucca brevifolia,34.1243859462,-116.3514501836,https://www.inaturalist.org/observations/45688664,https://inaturalist-open-data.s3.amazonaws.com/photos/72458622/medium.jpeg,2020-05-12,No Evidence of Flowering,2020,5
Yucca brevifolia,34.6343416667,-117.159875,https://www.inaturalist.org/observations/45651071,https://inaturalist-open-data.s3.amazonaws.com/photos/72396354/medium.jpeg,2020-05-09,No Evidence of Flowering,2020,5
Yucca brevifolia,34.29887,-116.80829667,https://www.inaturalist.org/observations/45560090,https://inaturalist-open-data.s3.amazonaws.com/photos/72246763/medium.jpg,2020-05-09,No Evidence of Flowering,2020,5
Yucca brevifolia,35.84594608,-117.94193494,https://www.inaturalist.org/observations/45441475,https://inaturalist-open-data.s3.amazonaws.com/photos/72057508/medium.jpeg,2020-05-09,No Evidence of Flowering,2020,5
Yucca brevifolia,34.1183842355,-116.3512724871,https://www.inaturalist.org/observations/45437245,https://static.inaturalist.org/photos/72049558/medium.jpg,2020-05-09,No Evidence of Flowering,2020,5
Yucca brevifolia,34.109325,-116.1791833333,https://www.inaturalist.org/observations/44998464,https://inaturalist-open-data.s3.amazonaws.com/photos/71340459/medium.jpeg,2020-05-05,No Evidence of Flowering,2020,5
Yucca brevifolia,34.4120856095,-117.27387934,https://www.inaturalist.org/observations/44906518,https://inaturalist-open-data.s3.amazonaws.com/photos/71190667/medium.jpg,2020-05-04,No Evidence of Flowering,2020,5
Yucca brevifolia,34.10685283,-116.485695,https://www.inaturalist.org/observations/44767257,https://inaturalist-open-data.s3.amazonaws.com/photos/70969498/medium.jpg,2020-05-03,No Evidence of Flowering,2020,5
Yucca brevifolia,34.5423122321,-117.9183602706,https://www.inaturalist.org/observations/44748879,https://static.inaturalist.org/photos/70941421/medium.jpeg,2020-04-25,No Evidence of Flowering,2020,4
Yucca brevifolia,35.2754342646,-116.6124839973,https://www.inaturalist.org/observations/44687277,https://inaturalist-open-data.s3.amazonaws.com/photos/70848807/medium.jpg,2020-04-11,No Evidence of Flowering,2020,4
Yucca brevifolia,34.49016405,-117.87957232,https://www.inaturalist.org/observations/44581903,https://static.inaturalist.org/photos/70681604/medium.jpeg,2020-04-24,No Evidence of Flowering,2020,4
Yucca brevifolia,34.5005705,-117.8939582,https://www.inaturalist.org/observations/44468810,https://static.inaturalist.org/photos/70506101/medium.jpeg,2020-04-24,No Evidence of Flowering,2020,4
Yucca brevifolia,34.03,-116.1445,https://www.inaturalist.org/observations/44417533,https://inaturalist-open-data.s3.amazonaws.com/photos/70423848/medium.jpg,2020-02-14,No Evidence of Flowering,2020,2
Yucca brevifolia,34.00209722,-116.13578883,https://www.inaturalist.org/observations/44352070,https://inaturalist-open-data.s3.amazonaws.com/photos/70319907/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca brevifolia,34.7331046933,-118.4903403372,https://www.inaturalist.org/observations/44221361,https://inaturalist-open-data.s3.amazonaws.com/photos/70112774/medium.jpeg,2020-04-26,No Evidence of Flowering,2020,4
Yucca brevifolia,34.1028698455,-116.2958142534,https://www.inaturalist.org/observations/44171550,https://inaturalist-open-data.s3.amazonaws.com/photos/70031648/medium.jpg,2020-04-26,No Evidence of Flowering,2020,4
Yucca brevifolia,34.1028698455,-116.2958142534,https://www.inaturalist.org/observations/44171543,https://inaturalist-open-data.s3.amazonaws.com/photos/70031608/medium.jpg,2020-04-26,No Evidence of Flowering,2020,4
Yucca brevifolia,34.0979388889,-116.4787916667,https://www.inaturalist.org/observations/44154495,https://inaturalist-open-data.s3.amazonaws.com/photos/70006427/medium.jpeg,2020-04-26,No Evidence of Flowering,2020,4
Yucca brevifolia,34.2488132386,-116.4563558707,https://www.inaturalist.org/observations/44150198,https://inaturalist-open-data.s3.amazonaws.com/photos/70000709/medium.jpg,2020-04-28,No Evidence of Flowering,2020,4
Yucca brevifolia,34.1937662418,-116.5293638208,https://www.inaturalist.org/observations/43986929,https://static.inaturalist.org/photos/69749505/medium.jpg,2020-04-27,No Evidence of Flowering,2020,4
Yucca brevifolia,34.5761768706,-118.0208173023,https://www.inaturalist.org/observations/43968887,https://static.inaturalist.org/photos/69732926/medium.jpg,2020-04-27,No Evidence of Flowering,2020,4
Yucca brevifolia,34.4664928368,-117.8399852176,https://www.inaturalist.org/observations/43929575,https://inaturalist-open-data.s3.amazonaws.com/photos/69662478/medium.jpeg,2020-04-26,No Evidence of Flowering,2020,4
Yucca brevifolia,34.3839799953,-117.2455868293,https://www.inaturalist.org/observations/43817006,https://static.inaturalist.org/photos/69493736/medium.jpeg,2020-04-26,No Evidence of Flowering,2020,4
Yucca brevifolia,34.22313667,-116.508805,https://www.inaturalist.org/observations/43779351,https://static.inaturalist.org/photos/69435108/medium.jpg,2020-04-25,No Evidence of Flowering,2020,4
Yucca brevifolia,34.1063379765,-116.334238891,https://www.inaturalist.org/observations/43770029,https://inaturalist-open-data.s3.amazonaws.com/photos/69420461/medium.jpg,2020-04-26,No Evidence of Flowering,2020,4
Yucca brevifolia,34.03542783,-116.20028,https://www.inaturalist.org/observations/43746394,https://inaturalist-open-data.s3.amazonaws.com/photos/69386545/medium.jpg,2020-03-20,No Evidence of Flowering,2020,3
Yucca brevifolia,34.1240276722,-116.4722984984,https://www.inaturalist.org/observations/43707520,https://static.inaturalist.org/photos/69328077/medium.jpg,2020-04-26,No Evidence of Flowering,2020,4
Yucca brevifolia,34.1551905033,-116.4872095642,https://www.inaturalist.org/observations/43663949,https://static.inaturalist.org/photos/69262966/medium.jpg,2020-04-26,No Evidence of Flowering,2020,4
Yucca brevifolia,34.0956828464,-116.2770733238,https://www.inaturalist.org/observations/43660414,https://inaturalist-open-data.s3.amazonaws.com/photos/69257477/medium.jpg,2020-04-26,No Evidence of Flowering,2020,4
Yucca brevifolia,34.1549704364,-116.4877611772,https://www.inaturalist.org/observations/43655047,https://static.inaturalist.org/photos/69259681/medium.jpg,2020-04-26,No Evidence of Flowering,2020,4
Yucca brevifolia,34.1561532779,-116.4982166993,https://www.inaturalist.org/observations/43521346,https://inaturalist-open-data.s3.amazonaws.com/photos/69049646/medium.jpg,2020-04-25,No Evidence of Flowering,2020,4
Yucca jaegeriana,37.6168306026,-114.7162046191,https://www.inaturalist.org/observations/43507834,https://inaturalist-open-data.s3.amazonaws.com/photos/69028013/medium.jpg,2020-04-25,No Evidence of Flowering,2020,4
Yucca brevifolia,34.1095711385,-116.3268024288,https://www.inaturalist.org/observations/43505243,https://inaturalist-open-data.s3.amazonaws.com/photos/69023795/medium.jpg,2020-04-24,No Evidence of Flowering,2020,4
Yucca brevifolia,34.4695642325,-117.9095635164,https://www.inaturalist.org/observations/43103658,https://static.inaturalist.org/photos/68429726/medium.jpeg,2020-04-24,No Evidence of Flowering,2020,4
Yucca brevifolia,35.0772559539,-116.9745970338,https://www.inaturalist.org/observations/43032305,https://inaturalist-open-data.s3.amazonaws.com/photos/68325006/medium.jpg,2020-04-18,No Evidence of Flowering,2020,4
Yucca brevifolia,34.0283555556,-116.1473611111,https://www.inaturalist.org/observations/42916447,https://inaturalist-open-data.s3.amazonaws.com/photos/68145154/medium.jpg,2020-02-14,No Evidence of Flowering,2020,2
Yucca brevifolia,36.4176111111,-117.3232638889,https://www.inaturalist.org/observations/42699999,https://inaturalist-open-data.s3.amazonaws.com/photos/67807728/medium.jpeg,2020-04-19,No Evidence of Flowering,2020,4
Yucca brevifolia,34.7624361111,-118.0711138889,https://www.inaturalist.org/observations/42680532,https://inaturalist-open-data.s3.amazonaws.com/photos/67775765/medium.jpg,2020-04-18,No Evidence of Flowering,2020,4
Yucca brevifolia,34.6145694444,-117.8923638889,https://www.inaturalist.org/observations/42680486,https://inaturalist-open-data.s3.amazonaws.com/photos/67775470/medium.jpg,2020-04-18,No Evidence of Flowering,2020,4
Yucca brevifolia,34.52512167,-117.71471333,https://www.inaturalist.org/observations/42368812,https://static.inaturalist.org/photos/67269776/medium.jpg,2020-04-16,No Evidence of Flowering,2020,4
Yucca brevifolia,34.55018333,-117.711455,https://www.inaturalist.org/observations/42368619,https://static.inaturalist.org/photos/67269464/medium.jpg,2020-04-16,No Evidence of Flowering,2020,4
Yucca brevifolia,34.4869333333,-117.2194138889,https://www.inaturalist.org/observations/42285351,https://inaturalist-open-data.s3.amazonaws.com/photos/67132488/medium.jpeg,2020-04-15,No Evidence of Flowering,2020,4
Yucca brevifolia,34.4870694444,-117.2197888889,https://www.inaturalist.org/observations/42285347,https://inaturalist-open-data.s3.amazonaws.com/photos/67132459/medium.jpeg,2020-04-15,No Evidence of Flowering,2020,4
Yucca brevifolia,33.9338261592,-117.5063495533,https://www.inaturalist.org/observations/42279795,https://static.inaturalist.org/photos/67123476/medium.jpg,2020-04-15,No Evidence of Flowering,2020,4
Yucca brevifolia,35.694175177,-117.9321823497,https://www.inaturalist.org/observations/42267436,https://inaturalist-open-data.s3.amazonaws.com/photos/67103320/medium.jpg,2020-04-15,No Evidence of Flowering,2020,4
Yucca brevifolia,34.4423525577,-117.347126308,https://www.inaturalist.org/observations/42058535,https://inaturalist-open-data.s3.amazonaws.com/photos/66754177/medium.jpg,2020-04-12,No Evidence of Flowering,2020,4
Yucca jaegeriana,35.31606333,-115.55313,https://www.inaturalist.org/observations/41930243,https://inaturalist-open-data.s3.amazonaws.com/photos/66539919/medium.jpg,2020-03-31,No Evidence of Flowering,2020,3
Yucca jaegeriana,36.4927653736,-115.608025957,https://www.inaturalist.org/observations/41554510,https://inaturalist-open-data.s3.amazonaws.com/photos/65929272/medium.jpg,2020-04-06,No Evidence of Flowering,2020,4
Yucca brevifolia,34.28557167,-116.79937,https://www.inaturalist.org/observations/41500792,https://inaturalist-open-data.s3.amazonaws.com/photos/65840675/medium.jpg,2020-04-05,No Evidence of Flowering,2020,4
Yucca brevifolia,34.4901331718,-117.6724233809,https://www.inaturalist.org/observations/41392635,https://static.inaturalist.org/photos/65660310/medium.jpg,2020-04-04,No Evidence of Flowering,2020,4
Yucca jaegeriana,35.8029583333,-114.1435777778,https://www.inaturalist.org/observations/41335903,https://inaturalist-open-data.s3.amazonaws.com/photos/65564935/medium.jpeg,2020-04-03,No Evidence of Flowering,2020,4
Yucca jaegeriana,35.8128,-114.1483305556,https://www.inaturalist.org/observations/41335662,https://inaturalist-open-data.s3.amazonaws.com/photos/65564531/medium.jpeg,2020-04-03,No Evidence of Flowering,2020,4
Yucca jaegeriana,35.8272027778,-114.1674722222,https://www.inaturalist.org/observations/41335638,https://inaturalist-open-data.s3.amazonaws.com/photos/65564488/medium.jpeg,2020-04-03,No Evidence of Flowering,2020,4
Yucca jaegeriana,35.8583611111,-114.1753166667,https://www.inaturalist.org/observations/41335530,https://inaturalist-open-data.s3.amazonaws.com/photos/65564264/medium.jpeg,2020-04-03,No Evidence of Flowering,2020,4
Yucca jaegeriana,35.9072638889,-114.1727,https://www.inaturalist.org/observations/41335494,https://inaturalist-open-data.s3.amazonaws.com/photos/65564175/medium.jpeg,2020-04-03,No Evidence of Flowering,2020,4
Yucca jaegeriana,35.8219388889,-114.1651694444,https://www.inaturalist.org/observations/41331175,https://inaturalist-open-data.s3.amazonaws.com/photos/65556358/medium.jpeg,2020-04-03,No Evidence of Flowering,2020,4
Yucca jaegeriana,35.8087416667,-114.1464694444,https://www.inaturalist.org/observations/41331085,https://inaturalist-open-data.s3.amazonaws.com/photos/65556252/medium.jpeg,2020-04-03,No Evidence of Flowering,2020,4
Yucca jaegeriana,35.7102388889,-114.1662972222,https://www.inaturalist.org/observations/41331044,https://inaturalist-open-data.s3.amazonaws.com/photos/65556205/medium.jpeg,2020-04-03,No Evidence of Flowering,2020,4
Yucca jaegeriana,35.70515,-114.1691444444,https://www.inaturalist.org/observations/41331024,https://inaturalist-open-data.s3.amazonaws.com/photos/65556155/medium.jpeg,2020-04-03,No Evidence of Flowering,2020,4
Yucca jaegeriana,35.6964388889,-114.174325,https://www.inaturalist.org/observations/41330991,https://inaturalist-open-data.s3.amazonaws.com/photos/65556088/medium.jpeg,2020-04-03,No Evidence of Flowering,2020,4
Yucca jaegeriana,35.6723722222,-114.1954333333,https://www.inaturalist.org/observations/41330963,https://inaturalist-open-data.s3.amazonaws.com/photos/65556051/medium.jpeg,2020-04-03,No Evidence of Flowering,2020,4
Yucca jaegeriana,35.6430861111,-114.2388222222,https://www.inaturalist.org/observations/41330916,https://inaturalist-open-data.s3.amazonaws.com/photos/65555976/medium.jpeg,2020-04-03,No Evidence of Flowering,2020,4
Yucca jaegeriana,35.6072722222,-114.2561722222,https://www.inaturalist.org/observations/41330878,https://inaturalist-open-data.s3.amazonaws.com/photos/65555895/medium.jpeg,2020-04-03,No Evidence of Flowering,2020,4
Yucca jaegeriana,36.9552817407,-113.7983692065,https://www.inaturalist.org/observations/41145374,https://static.inaturalist.org/photos/65246505/medium.jpeg,2020-03-31,No Evidence of Flowering,2020,3
Yucca brevifolia,34.5033277778,-117.218575,https://www.inaturalist.org/observations/41092004,https://inaturalist-open-data.s3.amazonaws.com/photos/65156660/medium.jpeg,2020-03-30,No Evidence of Flowering,2020,3
Yucca brevifolia,34.4449096291,-117.112553998,https://www.inaturalist.org/observations/41067330,https://inaturalist-open-data.s3.amazonaws.com/photos/65112518/medium.jpg,2020-03-29,No Evidence of Flowering,2020,3
Yucca brevifolia,34.113425,-116.505745,https://www.inaturalist.org/observations/41001302,https://inaturalist-open-data.s3.amazonaws.com/photos/65013989/medium.jpg,2020-03-29,No Evidence of Flowering,2020,3
Yucca brevifolia,34.11475283,-116.5102,https://www.inaturalist.org/observations/41001284,https://inaturalist-open-data.s3.amazonaws.com/photos/65014064/medium.jpg,2020-03-29,No Evidence of Flowering,2020,3
Yucca brevifolia,34.1695607348,-116.5456118267,https://www.inaturalist.org/observations/40923954,https://static.inaturalist.org/photos/64882244/medium.jpg,2020-03-28,No Evidence of Flowering,2020,3
Yucca brevifolia,34.03015833,-116.14456117,https://www.inaturalist.org/observations/40910665,https://inaturalist-open-data.s3.amazonaws.com/photos/64860047/medium.jpg,2020-03-08,No Evidence of Flowering,2020,3
Yucca brevifolia,34.1185305,-116.50628667,https://www.inaturalist.org/observations/40568589,https://inaturalist-open-data.s3.amazonaws.com/photos/64296196/medium.jpg,2020-03-22,No Evidence of Flowering,2020,3
Yucca brevifolia,33.987605,-116.06389717,https://www.inaturalist.org/observations/40415919,https://inaturalist-open-data.s3.amazonaws.com/photos/64163779/medium.jpg,2020-03-15,No Evidence of Flowering,2020,3
Yucca jaegeriana,36.2696286178,-115.3812653364,https://www.inaturalist.org/observations/40398827,https://inaturalist-open-data.s3.amazonaws.com/photos/64147401/medium.jpg,2020-03-20,No Evidence of Flowering,2020,3
Yucca brevifolia,34.0102268709,-116.100072004,https://www.inaturalist.org/observations/40353919,https://inaturalist-open-data.s3.amazonaws.com/photos/64096760/medium.jpg,2020-03-18,No Evidence of Flowering,2020,3
Yucca brevifolia,34.0503805,-116.20455833,https://www.inaturalist.org/observations/40301907,https://static.inaturalist.org/photos/64022271/medium.jpg,2020-03-19,No Evidence of Flowering,2020,3
Yucca jaegeriana,37.1820854905,-113.4130241289,https://www.inaturalist.org/observations/40208242,https://inaturalist-open-data.s3.amazonaws.com/photos/63870896/medium.jpg,2020-03-12,No Evidence of Flowering,2020,3
Yucca jaegeriana,37.1723166341,-113.4374538069,https://www.inaturalist.org/observations/40208226,https://inaturalist-open-data.s3.amazonaws.com/photos/63870869/medium.jpg,2020-03-12,No Evidence of Flowering,2020,3
Yucca jaegeriana,37.1452318234,-113.4916622764,https://www.inaturalist.org/observations/40208223,https://inaturalist-open-data.s3.amazonaws.com/photos/63870861/medium.jpg,2020-03-12,No Evidence of Flowering,2020,3
Yucca jaegeriana,37.1434209228,-113.4968318322,https://www.inaturalist.org/observations/40208217,https://inaturalist-open-data.s3.amazonaws.com/photos/63870855/medium.jpg,2020-03-12,No Evidence of Flowering,2020,3
Yucca jaegeriana,36.959904618,-113.7799261923,https://www.inaturalist.org/observations/40208195,https://inaturalist-open-data.s3.amazonaws.com/photos/63870831/medium.jpg,2020-03-12,No Evidence of Flowering,2020,3
Yucca jaegeriana,36.1332308321,-115.4142040492,https://www.inaturalist.org/observations/40208058,https://inaturalist-open-data.s3.amazonaws.com/photos/63870651/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,36.1207040881,-115.4350769877,https://www.inaturalist.org/observations/40208045,https://inaturalist-open-data.s3.amazonaws.com/photos/63870622/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,36.1043082522,-115.4498912811,https://www.inaturalist.org/observations/40208033,https://inaturalist-open-data.s3.amazonaws.com/photos/63870598/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,36.0968359758,-115.4490366978,https://www.inaturalist.org/observations/40208030,https://inaturalist-open-data.s3.amazonaws.com/photos/63870584/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,36.0882153074,-115.4490060063,https://www.inaturalist.org/observations/40208026,https://inaturalist-open-data.s3.amazonaws.com/photos/63870571/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,36.078453454,-115.4466716486,https://www.inaturalist.org/observations/40208021,https://inaturalist-open-data.s3.amazonaws.com/photos/63870560/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,36.0621606331,-115.4306871757,https://www.inaturalist.org/observations/40208014,https://inaturalist-open-data.s3.amazonaws.com/photos/63870549/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,36.0603228638,-115.4275345361,https://www.inaturalist.org/observations/40208010,https://inaturalist-open-data.s3.amazonaws.com/photos/63870533/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,35.3274134414,-115.4390336863,https://www.inaturalist.org/observations/40207686,https://inaturalist-open-data.s3.amazonaws.com/photos/63870025/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,35.3027454475,-115.4711646994,https://www.inaturalist.org/observations/40207658,https://inaturalist-open-data.s3.amazonaws.com/photos/63869989/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,35.3002701694,-115.4774728849,https://www.inaturalist.org/observations/40207648,https://inaturalist-open-data.s3.amazonaws.com/photos/63869972/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,35.2828371814,-115.4973275672,https://www.inaturalist.org/observations/40207642,https://inaturalist-open-data.s3.amazonaws.com/photos/63869956/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,35.2100806538,-115.5063829787,https://www.inaturalist.org/observations/40207516,https://inaturalist-open-data.s3.amazonaws.com/photos/63869767/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,35.208048129,-115.5062615193,https://www.inaturalist.org/observations/40207493,https://inaturalist-open-data.s3.amazonaws.com/photos/63869754/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,35.1994494607,-115.5060638032,https://www.inaturalist.org/observations/40207436,https://inaturalist-open-data.s3.amazonaws.com/photos/63869695/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,35.1935405461,-115.5037963955,https://www.inaturalist.org/observations/40207406,https://inaturalist-open-data.s3.amazonaws.com/photos/63869684/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,35.1872046078,-115.50291491,https://www.inaturalist.org/observations/40207365,https://inaturalist-open-data.s3.amazonaws.com/photos/63869648/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,35.1657485285,-115.5159280162,https://www.inaturalist.org/observations/40207316,https://inaturalist-open-data.s3.amazonaws.com/photos/63869579/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca brevifolia,34.000887964,-116.1471775455,https://www.inaturalist.org/observations/40153982,https://inaturalist-open-data.s3.amazonaws.com/photos/63780979/medium.jpg,2020-03-16,No Evidence of Flowering,2020,3
Yucca brevifolia,33.99178333,-116.06855,https://www.inaturalist.org/observations/40143289,https://static.inaturalist.org/photos/63763473/medium.jpg,2020-03-16,No Evidence of Flowering,2020,3
Yucca brevifolia,34.01461388,-116.158875,https://www.inaturalist.org/observations/40066581,https://inaturalist-open-data.s3.amazonaws.com/photos/63634199/medium.jpg,2020-03-10,No Evidence of Flowering,2020,3
Yucca brevifolia,34.0628495955,-116.5508239344,https://www.inaturalist.org/observations/40058671,https://inaturalist-open-data.s3.amazonaws.com/photos/63620390/medium.jpg,2020-03-08,No Evidence of Flowering,2020,3
Yucca jaegeriana,35.31293667,-115.55715333,https://www.inaturalist.org/observations/40040043,https://inaturalist-open-data.s3.amazonaws.com/photos/63588803/medium.jpg,2020-03-15,No Evidence of Flowering,2020,3
Yucca brevifolia,36.33697167,-117.651505,https://www.inaturalist.org/observations/40030513,https://inaturalist-open-data.s3.amazonaws.com/photos/63572799/medium.jpg,2020-03-15,No Evidence of Flowering,2020,3
Yucca brevifolia,33.99806667,-116.14784167,https://www.inaturalist.org/observations/40009742,https://inaturalist-open-data.s3.amazonaws.com/photos/63537078/medium.jpg,2020-03-03,No Evidence of Flowering,2020,3
Yucca brevifolia,34.093532,-116.267726,https://www.inaturalist.org/observations/39985753,https://inaturalist-open-data.s3.amazonaws.com/photos/63495645/medium.jpeg,2020-03-13,No Evidence of Flowering,2020,3
Yucca brevifolia,34.02901117,-116.17959667,https://www.inaturalist.org/observations/39944660,https://inaturalist-open-data.s3.amazonaws.com/photos/63441546/medium.jpg,2020-03-13,No Evidence of Flowering,2020,3
Yucca brevifolia,34.07622783,-116.35272167,https://www.inaturalist.org/observations/39912444,https://inaturalist-open-data.s3.amazonaws.com/photos/63371387/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca brevifolia,34.1198888889,-116.4262916667,https://www.inaturalist.org/observations/39872948,https://inaturalist-open-data.s3.amazonaws.com/photos/63302820/medium.jpeg,2020-03-11,No Evidence of Flowering,2020,3
Yucca brevifolia,34.0813305556,-116.3602055556,https://www.inaturalist.org/observations/39872947,https://inaturalist-open-data.s3.amazonaws.com/photos/63302741/medium.jpeg,2020-03-11,No Evidence of Flowering,2020,3
Yucca brevifolia,34.0816722222,-116.3599083333,https://www.inaturalist.org/observations/39872946,https://inaturalist-open-data.s3.amazonaws.com/photos/63302733/medium.jpeg,2020-03-11,No Evidence of Flowering,2020,3
Yucca brevifolia,34.0817388889,-116.3598416667,https://www.inaturalist.org/observations/39872945,https://inaturalist-open-data.s3.amazonaws.com/photos/63302725/medium.jpeg,2020-03-11,No Evidence of Flowering,2020,3
Yucca brevifolia,34.0585138889,-116.3278972222,https://www.inaturalist.org/observations/39872942,https://inaturalist-open-data.s3.amazonaws.com/photos/63302473/medium.jpeg,2020-03-11,No Evidence of Flowering,2020,3
Yucca brevifolia,34.0289027778,-116.3029777778,https://www.inaturalist.org/observations/39872940,https://inaturalist-open-data.s3.amazonaws.com/photos/63302449/medium.jpeg,2020-03-11,No Evidence of Flowering,2020,3
Yucca brevifolia,34.0343583333,-116.3063583333,https://www.inaturalist.org/observations/39872924,https://inaturalist-open-data.s3.amazonaws.com/photos/63302260/medium.jpeg,2020-03-11,No Evidence of Flowering,2020,3
Yucca brevifolia,34.028525,-116.3162527778,https://www.inaturalist.org/observations/39872923,https://inaturalist-open-data.s3.amazonaws.com/photos/63302254/medium.jpeg,2020-03-11,No Evidence of Flowering,2020,3
Yucca brevifolia,34.028188248,-116.3163256627,https://www.inaturalist.org/observations/39872920,https://inaturalist-open-data.s3.amazonaws.com/photos/63302245/medium.jpeg,2020-03-11,No Evidence of Flowering,2020,3
Yucca brevifolia,34.025234,-116.330188,https://www.inaturalist.org/observations/39872919,https://inaturalist-open-data.s3.amazonaws.com/photos/63302244/medium.jpeg,2020-03-11,No Evidence of Flowering,2020,3
Yucca brevifolia,34.0262361111,-116.3334277778,https://www.inaturalist.org/observations/39872916,https://inaturalist-open-data.s3.amazonaws.com/photos/63302235/medium.jpeg,2020-03-11,No Evidence of Flowering,2020,3
Yucca brevifolia,34.0268189297,-116.333700752,https://www.inaturalist.org/observations/39872915,https://inaturalist-open-data.s3.amazonaws.com/photos/63302230/medium.jpeg,2020-03-11,No Evidence of Flowering,2020,3
Yucca brevifolia,34.0270694444,-116.3343111111,https://www.inaturalist.org/observations/39872914,https://inaturalist-open-data.s3.amazonaws.com/photos/63302196/medium.jpeg,2020-03-11,No Evidence of Flowering,2020,3
Yucca brevifolia,34.0304222222,-116.3499916667,https://www.inaturalist.org/observations/39872913,https://inaturalist-open-data.s3.amazonaws.com/photos/63302116/medium.jpeg,2020-03-11,No Evidence of Flowering,2020,3
Yucca brevifolia,34.07622783,-116.35272167,https://www.inaturalist.org/observations/39866234,https://inaturalist-open-data.s3.amazonaws.com/photos/63293055/medium.jpg,2020-03-11,No Evidence of Flowering,2020,3
Yucca jaegeriana,35.7622833333,-115.7721861111,https://www.inaturalist.org/observations/39797534,https://inaturalist-open-data.s3.amazonaws.com/photos/63175075/medium.jpeg,2020-03-06,No Evidence of Flowering,2020,3
Yucca brevifolia,35.2861583333,-118.1258166667,https://www.inaturalist.org/observations/39797364,https://inaturalist-open-data.s3.amazonaws.com/photos/63174628/medium.jpeg,2020-03-07,No Evidence of Flowering,2020,3
Yucca jaegeriana,35.2368055556,-115.3014138889,https://www.inaturalist.org/observations/39736188,https://inaturalist-open-data.s3.amazonaws.com/photos/63072503/medium.jpeg,2020-03-07,No Evidence of Flowering,2020,3
Yucca jaegeriana,36.0698702373,-115.4548121431,https://www.inaturalist.org/observations/39709707,https://static.inaturalist.org/photos/63027056/medium.jpg,2020-03-07,No Evidence of Flowering,2020,3
Yucca brevifolia,33.9995774476,-116.0607193038,https://www.inaturalist.org/observations/39689474,https://inaturalist-open-data.s3.amazonaws.com/photos/62992188/medium.jpeg,2020-03-07,No Evidence of Flowering,2020,3
Yucca brevifolia,34.0284295776,-116.1474914476,https://www.inaturalist.org/observations/39688489,https://inaturalist-open-data.s3.amazonaws.com/photos/62990759/medium.jpeg,2020-03-07,No Evidence of Flowering,2020,3
Yucca jaegeriana,36.13262238,-115.41616882,https://www.inaturalist.org/observations/39666215,https://static.inaturalist.org/photos/62952935/medium.jpeg,2020-03-07,No Evidence of Flowering,2020,3
Yucca jaegeriana,36.9557476323,-113.8008326479,https://www.inaturalist.org/observations/39587150,https://inaturalist-open-data.s3.amazonaws.com/photos/62818980/medium.jpg,2020-03-05,No Evidence of Flowering,2020,3
Yucca brevifolia,34.2089224973,-116.4398160812,https://www.inaturalist.org/observations/39536993,https://inaturalist-open-data.s3.amazonaws.com/photos/62736208/medium.jpg,2020-03-04,No Evidence of Flowering,2020,3
Yucca brevifolia,34.7747862808,-118.4495339574,https://www.inaturalist.org/observations/39469199,https://static.inaturalist.org/photos/62624668/medium.jpg,2020-03-02,No Evidence of Flowering,2020,3
Yucca brevifolia,33.9893485559,-116.1332702917,https://www.inaturalist.org/observations/39434774,https://inaturalist-open-data.s3.amazonaws.com/photos/62565292/medium.jpg,2020-03-01,No Evidence of Flowering,2020,3
